trip_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_distance_km,hour,weekday,weather,traffic_level,trip_duration_minutes,created_at
TRIP00228,40.838291,-73.900333,40.808632,-73.804939,11.28,4,5,rain,medium,40.71,2026-08-04T04:15:00Z
TRIP00210,40.658564,-74.013837,40.691958,-73.915276,3.66,15,5,rain,high,34.84,2026-08-14T15:15:00Z
TRIP00366,40.685831,-73.935794,40.807481,-74.034413,2.76,23,5,clear,low,12.72,2026-08-02T23:15:00Z
TRIP00013,40.602018,-74.014721,40.818139,-73.867161,13.14,1,6,clear,medium,39.31,2026-08-13T01:15:00Z
TRIP00279,40.682327,-73.976541,40.74432,-73.857093,20.84,17,3,clear,low,54.56,2026-08-27T17:15:00Z
TRIP00146,40.705726,-74.025775,40.694826,-73.974384,24.6,0,3,snow,medium,74.02,2026-08-06T00:15:00Z
TRIP00454,40.692318,-74.042525,40.832486,-74.043746,18.12,8,0,snow,medium,71.17,2026-08-06T08:15:00Z
TRIP00477,40.74594,-74.048732,40.620175,-73.902917,2.13,22,3,cloudy,medium,12.26,2026-08-01T22:15:00Z
TRIP00061,40.661619,-73.898576,40.689199,-73.87518,24.12,18,3,snow,low,77.27,2026-08-05T18:15:00Z
TRIP00218,40.644482,-73.844104,40.800225,-73.968631,13.29,17,2,clear,low,39.98,2026-08-22T17:15:00Z
TRIP00032,40.841525,-74.032243,40.654965,-73.923276,20.11,3,6,cloudy,high,70.01,2026-08-04T03:15:00Z
TRIP00434,40.747639,-73.877624,40.761068,-73.89702,24.78,11,2,clear,medium,59.88,2026-08-14T11:15:00Z
TRIP00353,40.842784,-73.936932,40.725769,-73.995714,3.98,0,2,rain,medium,26.77,2026-08-17T00:15:00Z
TRIP00151,40.772816,-73.902409,40.700651,-74.034422,17.63,6,3,clear,low,44.21,2026-08-11T06:15:00Z
TRIP00231,40.604752,-73.97706,40.702249,-73.895433,18.36,19,2,clear,medium,51.99,2026-08-07T19:15:00Z
TRIP00511,40.826444,-74.029013,40.839162,-73.915041,15.04,15,2,rain,medium,49.75,2026-08-07T15:15:00Z
TRIP00575,40.7927,-73.976389,40.788256,-74.047153,13.18,11,3,rain,low,44.98,2026-08-15T11:15:00Z
TRIP00269,40.820817,-74.047903,40.757523,-73.804545,25.14,4,6,cloudy,high,73.16,2026-08-17T04:15:00Z
TRIP00520,40.719981,-73.812521,40.67096,-73.914593,20.4,6,3,clear,low,45.89,2026-08-16T06:15:00Z
TRIP00208,40.817222,-73.936206,40.677333,-73.853719,20.97,0,1,snow,high,77.46,2026-08-12T00:15:00Z
TRIP00429,40.771971,-73.826731,40.627981,-74.01501,17.23,0,0,cloudy,low,45.83,2026-08-09T00:15:00Z
TRIP00039,40.763384,-74.005537,40.835069,-73.892861,22.85,21,3,clear,medium,53.6,2026-08-11T21:15:00Z
TRIP00555,40.848842,-73.911849,40.769915,-74.049434,18.04,5,5,snow,low,57.58,2026-08-23T05:15:00Z
TRIP00190,40.60422,-73.80533,40.812479,-74.004758,23.59,11,2,rain,low,57.4,2026-08-22T11:15:00Z
TRIP00113,40.738594,-73.899699,40.703776,-73.818113,3.2,5,5,cloudy,low,20.01,2026-08-01T05:15:00Z
TRIP00068,40.836223,-73.903116,40.778346,-73.894443,6.88,18,0,snow,low,41.64,2026-08-12T18:15:00Z
TRIP00401,40.611021,-73.898622,40.751017,-73.825982,11.73,16,5,cloudy,medium,49.17,2026-08-09T16:15:00Z
TRIP00099,40.840964,-73.835812,40.697652,-73.821243,3.86,22,2,clear,low,12.44,2026-08-15T22:15:00Z
TRIP00512,40.816652,-73.888875,40.633597,-73.941376,26.89,20,6,cloudy,high,78.44,2026-08-08T20:15:00Z
TRIP00131,40.632561,-73.979034,40.680151,-74.020687,16.59,18,4,snow,low,64.08,2026-08-19T18:15:00Z
TRIP00332,40.836042,-73.817877,40.653623,-73.976695,8.48,12,0,rain,low,27.86,2026-08-24T12:15:00Z
TRIP00037,40.665508,-73.810284,40.732925,-74.033382,8.52,20,2,snow,low,31.58,2026-08-09T20:15:00Z
TRIP00333,40.615893,-73.974832,40.661231,-74.012724,2.87,21,4,clear,medium,17.17,2026-08-25T21:15:00Z
TRIP00382,40.821209,-73.98865,40.679958,-73.951041,27.6,21,6,rain,high,90.28,2026-08-18T21:15:00Z
TRIP00489,40.652949,-73.924863,40.607975,-74.028508,18.19,3,5,rain,low,54.64,2026-08-13T03:15:00Z
TRIP00373,40.750217,-74.049658,40.750627,-73.966186,11.08,13,6,cloudy,low,31.86,2026-08-09T13:15:00Z
TRIP00291,40.605726,-73.904852,40.72277,-73.863322,7.48,6,0,rain,medium,32.82,2026-08-11T06:15:00Z
TRIP00114,40.650499,-74.018173,40.690424,-73.827102,24.32,18,6,snow,low,73.28,2026-08-02T18:15:00Z
TRIP00328,40.755249,-73.823756,40.703589,-73.966873,1.0,21,2,clear,high,19.0,2026-08-20T21:15:00Z
TRIP00169,40.755625,-74.044237,40.78295,-73.931926,19.75,17,1,cloudy,medium,60.95,2026-08-01T17:15:00Z
TRIP00041,40.750597,-74.011623,40.789748,-73.894911,13.42,21,6,clear,high,44.7,2026-08-13T21:15:00Z
TRIP00452,40.771539,-73.940897,40.600075,-73.917193,13.0,2,3,snow,low,42.85,2026-08-04T02:15:00Z
TRIP00098,40.669548,-73.820757,40.845573,-73.999136,15.38,9,3,snow,low,53.1,2026-08-14T09:15:00Z
TRIP00490,40.655428,-73.996035,40.806619,-73.949258,5.96,8,1,clear,low,26.08,2026-08-14T08:15:00Z
TRIP00188,40.619896,-73.969355,40.832243,-73.983915,23.25,1,5,rain,medium,78.0,2026-08-20T01:15:00Z
TRIP00264,40.797114,-73.980081,40.61768,-73.867853,27.24,9,5,clear,medium,78.28,2026-08-12T09:15:00Z
TRIP00456,40.757564,-73.810144,40.70592,-73.92161,11.72,5,2,snow,medium,49.85,2026-08-08T05:15:00Z
TRIP00166,40.71231,-73.887601,40.702063,-73.908572,3.89,7,4,snow,low,35.04,2026-08-26T07:15:00Z
TRIP00073,40.754035,-73.807986,40.849347,-73.842299,5.61,19,1,snow,medium,45.74,2026-08-17T19:15:00Z
TRIP00578,40.706485,-74.02787,40.842784,-73.926197,11.83,6,5,rain,medium,41.25,2026-08-18T06:15:00Z
TRIP00518,40.628485,-73.858558,40.621013,-73.922603,11.44,19,6,clear,medium,46.42,2026-08-14T19:15:00Z
TRIP00445,40.849523,-73.993229,40.752689,-73.81972,26.56,15,4,cloudy,medium,63.5,2026-08-25T15:15:00Z
TRIP00493,40.601287,-73.916537,40.747004,-73.828442,4.77,19,0,cloudy,medium,31.56,2026-08-17T19:15:00Z
TRIP00410,40.827378,-73.969293,40.787997,-73.961769,27.49,4,1,clear,low,60.36,2026-08-18T04:15:00Z
TRIP00322,40.656166,-73.854716,40.60337,-73.894378,8.26,18,6,rain,medium,39.48,2026-08-14T18:15:00Z
TRIP00082,40.759814,-73.892704,40.724619,-73.939566,16.35,0,1,snow,medium,60.42,2026-08-26T00:15:00Z
TRIP00200,40.681965,-73.905851,40.783016,-73.928607,1.82,17,4,snow,high,46.13,2026-08-04T17:15:00Z
TRIP00026,40.733596,-74.002724,40.688187,-74.025917,12.99,21,4,rain,low,31.63,2026-08-26T21:15:00Z
TRIP00116,40.638528,-74.042266,40.724793,-74.042767,15.48,7,0,cloudy,low,46.02,2026-08-04T07:15:00Z
TRIP00087,40.722775,-73.982374,40.617602,-73.928606,10.56,3,3,rain,medium,43.46,2026-08-03T03:15:00Z
TRIP00325,40.687492,-74.013679,40.83129,-74.002529,22.96,9,4,rain,low,60.24,2026-08-17T09:15:00Z
TRIP00331,40.698292,-73.827727,40.63559,-73.861671,23.06,12,4,snow,low,61.43,2026-08-23T12:15:00Z
TRIP00243,40.843191,-73.814614,40.815251,-73.946299,11.94,13,3,cloudy,medium,42.23,2026-08-19T13:15:00Z
TRIP00158,40.740527,-73.996707,40.815027,-74.037252,18.43,19,5,rain,medium,65.86,2026-08-18T19:15:00Z
TRIP00148,40.711161,-73.904579,40.848625,-73.904153,24.68,2,0,snow,medium,76.06,2026-08-08T02:15:00Z
TRIP00214,40.687025,-73.916583,40.768956,-73.876958,26.41,8,4,snow,low,85.05,2026-08-18T08:15:00Z
TRIP00067,40.752779,-74.009342,40.783973,-74.019754,6.75,14,5,snow,low,30.07,2026-08-11T14:15:00Z
TRIP00425,40.699339,-73.893231,40.625944,-74.021382,14.45,5,3,clear,medium,37.74,2026-08-05T05:15:00Z
TRIP00330,40.749052,-73.952656,40.740257,-73.871483,4.43,17,4,snow,high,52.86,2026-08-22T17:15:00Z
TRIP00359,40.681615,-73.933382,40.665425,-74.003837,8.19,20,3,cloudy,high,37.37,2026-08-23T20:15:00Z
TRIP00329,40.639813,-73.822454,40.777952,-73.897692,7.13,6,3,rain,low,21.21,2026-08-21T06:15:00Z
TRIP00035,40.803312,-73.989035,40.844602,-73.881497,23.69,3,3,clear,high,71.44,2026-08-07T03:15:00Z
TRIP00040,40.681461,-73.886124,40.826666,-73.848638,15.03,3,6,rain,high,60.03,2026-08-12T03:15:00Z
TRIP00393,40.794325,-73.838145,40.746144,-73.895892,23.45,14,0,snow,low,68.61,2026-08-01T14:15:00Z
TRIP00057,40.706212,-73.923069,40.631638,-73.910854,18.04,22,1,clear,low,48.98,2026-08-01T22:15:00Z
TRIP00550,40.604541,-73.966192,40.838435,-73.95913,9.12,21,2,cloudy,low,22.51,2026-08-18T21:15:00Z
TRIP00104,40.638042,-73.860559,40.60733,-74.030976,10.79,13,3,clear,medium,32.83,2026-08-20T13:15:00Z
TRIP00145,40.846028,-73.884171,40.845796,-73.800142,23.96,17,5,cloudy,low,65.14,2026-08-05T17:15:00Z
TRIP00524,40.613487,-73.879051,40.844046,-73.937579,16.6,13,1,cloudy,low,41.97,2026-08-20T13:15:00Z
TRIP00592,40.848631,-73.984271,40.651201,-74.045518,22.7,16,6,rain,high,81.13,2026-08-04T16:15:00Z
TRIP00339,40.67173,-74.033135,40.659578,-73.82261,23.25,8,0,cloudy,low,62.3,2026-08-03T08:15:00Z
TRIP00115,40.754032,-74.016974,40.798893,-73.807596,16.07,6,5,cloudy,medium,46.37,2026-08-03T06:15:00Z
TRIP00201,40.72311,-74.028543,40.769064,-73.883101,20.72,16,1,clear,medium,65.92,2026-08-05T16:15:00Z
TRIP00465,40.799573,-74.002158,40.84031,-73.829805,12.43,13,6,snow,medium,52.46,2026-08-17T13:15:00Z
TRIP00268,40.613604,-73.852125,40.715517,-73.84086,14.23,6,0,snow,high,64.15,2026-08-16T06:15:00Z
TRIP00483,40.831771,-73.808668,40.832776,-73.927024,24.76,3,1,snow,medium,80.96,2026-08-07T03:15:00Z
TRIP00419,40.659152,-73.852417,40.619478,-73.902955,18.79,21,0,rain,low,55.45,2026-08-27T21:15:00Z
TRIP00211,40.622805,-73.98531,40.64963,-74.006237,3.25,12,3,cloudy,high,31.73,2026-08-15T12:15:00Z
TRIP00174,40.748139,-73.92851,40.774111,-74.016591,12.02,15,4,snow,high,54.94,2026-08-06T15:15:00Z
TRIP00584,40.63003,-74.021864,40.639569,-74.030811,9.13,16,0,snow,medium,52.35,2026-08-24T16:15:00Z
TRIP00405,40.721586,-74.024779,40.616861,-73.858555,22.03,21,4,snow,high,78.54,2026-08-13T21:15:00Z
TRIP00204,40.750159,-73.880343,40.626774,-74.015904,22.7,3,4,cloudy,low,53.88,2026-08-08T03:15:00Z
TRIP00344,40.740988,-73.920686,40.767773,-73.882212,13.75,11,2,cloudy,medium,43.57,2026-08-08T11:15:00Z
TRIP00497,40.600697,-73.80299,40.84619,-73.897934,18.49,2,1,cloudy,low,39.76,2026-08-21T02:15:00Z
TRIP00438,40.719506,-74.015074,40.727525,-73.826781,6.54,13,6,cloudy,medium,31.75,2026-08-18T13:15:00Z
TRIP00324,40.648447,-74.03354,40.622288,-73.978108,27.5,7,4,rain,medium,84.89,2026-08-16T07:15:00Z
TRIP00312,40.680992,-73.984975,40.840646,-73.895585,4.32,11,5,rain,high,38.89,2026-08-04T11:15:00Z
TRIP00397,40.785854,-73.902719,40.819348,-73.838132,22.65,9,0,cloudy,low,68.29,2026-08-05T09:15:00Z
TRIP00141,40.841129,-73.967751,40.698503,-73.954275,19.43,19,3,clear,medium,58.78,2026-08-01T19:15:00Z
TRIP00105,40.790511,-73.96116,40.698634,-73.863431,17.58,7,2,rain,medium,57.19,2026-08-21T07:15:00Z
TRIP00236,40.637919,-73.948992,40.706167,-74.010844,17.46,8,6,snow,medium,75.63,2026-08-12T08:15:00Z
TRIP00085,40.790333,-73.945869,40.71627,-73.878542,27.6,5,0,rain,high,89.72,2026-08-01T05:15:00Z
TRIP00007,40.796623,-73.887796,40.73038,-73.902018,21.13,0,4,rain,medium,59.78,2026-08-07T00:15:00Z
TRIP00081,40.664466,-73.912006,40.82276,-73.807068,18.02,19,6,rain,high,74.62,2026-08-25T19:15:00Z
TRIP00345,40.645402,-74.008112,40.660674,-74.012115,27.75,4,4,cloudy,low,67.84,2026-08-09T04:15:00Z
TRIP00247,40.780729,-73.814545,40.785302,-73.997747,8.9,2,1,snow,medium,42.45,2026-08-23T02:15:00Z
TRIP00544,40.61958,-73.862277,40.61738,-73.821654,2.55,4,4,rain,low,11.71,2026-08-12T04:15:00Z
TRIP00237,40.799862,-73.868793,40.607615,-73.956055,27.45,17,6,rain,medium,82.8,2026-08-13T17:15:00Z
TRIP00187,40.806474,-73.929737,40.604468,-73.916093,23.31,5,3,clear,medium,58.64,2026-08-19T05:15:00Z
TRIP00031,40.682522,-73.896814,40.689508,-73.860858,16.52,12,3,snow,high,64.91,2026-08-03T12:15:00Z
TRIP00600,40.662155,-73.803856,40.81161,-74.014791,5.27,16,4,rain,medium,33.75,2026-08-12T16:15:00Z
TRIP00066,40.790568,-73.833374,40.769779,-74.010712,19.12,16,2,snow,high,83.49,2026-08-10T16:15:00Z
TRIP00046,40.784018,-73.958405,40.687433,-73.969602,25.18,13,0,clear,high,73.74,2026-08-18T13:15:00Z
TRIP00135,40.761792,-73.909999,40.7998,-74.00712,21.08,15,5,snow,medium,73.8,2026-08-23T15:15:00Z
TRIP00240,40.690229,-73.90346,40.751198,-74.028431,16.46,12,4,snow,medium,60.53,2026-08-16T12:15:00Z
TRIP00582,40.795898,-73.851234,40.838212,-73.830595,9.67,19,3,cloudy,low,40.32,2026-08-22T19:15:00Z
TRIP00277,40.688121,-74.040467,40.673756,-74.027271,1.4,21,1,rain,high,30.83,2026-08-25T21:15:00Z
TRIP00260,40.799524,-73.884009,40.724253,-73.885355,1.47,9,4,snow,medium,28.31,2026-08-08T09:15:00Z
TRIP00546,40.824484,-74.04376,40.619123,-73.80423,26.5,7,0,rain,medium,84.25,2026-08-14T07:15:00Z
TRIP00283,40.686483,-73.834701,40.832792,-73.843218,17.91,12,6,cloudy,low,41.55,2026-08-03T12:15:00Z
TRIP00253,40.693428,-73.91926,40.836728,-73.843311,18.87,15,4,clear,low,44.51,2026-08-01T15:15:00Z
TRIP00320,40.681587,-73.893634,40.728899,-73.908133,21.41,8,3,rain,high,83.6,2026-08-12T08:15:00Z
TRIP00588,40.747157,-74.028849,40.666651,-73.932714,19.19,16,6,cloudy,low,57.01,2026-08-28T16:15:00Z
TRIP00005,40.766299,-73.877056,40.72369,-74.046338,12.9,17,1,clear,medium,43.15,2026-08-05T17:15:00Z
TRIP00369,40.648972,-74.006613,40.658279,-73.834402,8.8,13,4,cloudy,medium,37.28,2026-08-05T13:15:00Z
TRIP00080,40.703698,-73.866656,40.793996,-73.949441,3.19,21,0,clear,medium,16.42,2026-08-24T21:15:00Z
TRIP00091,40.656129,-73.883023,40.816621,-73.884557,2.73,2,4,clear,low,6.56,2026-08-07T02:15:00Z
TRIP00124,40.724082,-74.012751,40.646552,-73.978039,25.36,6,6,rain,medium,73.17,2026-08-12T06:15:00Z
TRIP00139,40.668525,-73.93828,40.710695,-73.979124,26.97,11,5,clear,medium,75.03,2026-08-27T11:15:00Z
TRIP00075,40.683412,-73.951473,40.842767,-73.959832,17.09,15,4,cloudy,high,62.35,2026-08-19T15:15:00Z
TRIP00548,40.84284,-73.974284,40.676885,-73.982181,20.44,6,4,snow,high,72.33,2026-08-16T06:15:00Z
TRIP00295,40.624562,-73.959753,40.729496,-73.978474,3.69,3,2,snow,medium,32.22,2026-08-15T03:15:00Z
TRIP00072,40.670569,-73.862745,40.781203,-73.942266,24.91,17,4,cloudy,medium,77.57,2026-08-16T17:15:00Z
TRIP00074,40.794785,-73.850866,40.650383,-73.984166,21.87,4,2,clear,low,55.89,2026-08-18T04:15:00Z
TRIP00177,40.773855,-73.892523,40.681677,-73.940181,18.58,17,6,cloudy,high,66.21,2026-08-09T17:15:00Z
TRIP00287,40.723535,-73.985444,40.777377,-73.869093,15.99,6,4,rain,high,62.13,2026-08-07T06:15:00Z
TRIP00352,40.798194,-73.961587,40.826445,-73.908815,1.72,8,2,snow,medium,33.25,2026-08-16T08:15:00Z
TRIP00001,40.848692,-74.021418,40.647944,-74.001151,20.18,9,6,clear,low,54.16,2026-08-01T09:15:00Z
TRIP00064,40.792836,-73.813577,40.807804,-73.894836,2.65,16,6,rain,high,44.29,2026-08-08T16:15:00Z
TRIP00392,40.73066,-73.987684,40.846184,-73.818887,25.19,6,5,snow,medium,77.18,2026-08-28T06:15:00Z
TRIP00475,40.749268,-73.907159,40.708425,-73.921211,15.55,3,6,cloudy,low,38.63,2026-08-27T03:15:00Z
TRIP00028,40.634534,-74.003917,40.725592,-73.879358,25.67,16,0,rain,medium,80.69,2026-08-28T16:15:00Z
TRIP00491,40.752215,-74.020149,40.825804,-74.044836,1.34,12,4,snow,medium,26.91,2026-08-15T12:15:00Z
TRIP00022,40.785704,-73.871477,40.709143,-73.91121,3.07,21,3,snow,low,27.0,2026-08-22T21:15:00Z
TRIP00216,40.807608,-73.920749,40.817821,-73.925509,25.61,15,5,snow,high,89.61,2026-08-20T15:15:00Z
TRIP00175,40.609244,-73.924563,40.607559,-73.817084,13.07,22,2,rain,low,39.52,2026-08-07T22:15:00Z
TRIP00282,40.649578,-73.90055,40.831453,-73.902325,21.58,2,3,clear,high,67.55,2026-08-02T02:15:00Z
TRIP00090,40.705693,-73.982959,40.769305,-73.887079,9.98,2,6,cloudy,medium,38.22,2026-08-06T02:15:00Z
TRIP00349,40.744811,-74.039536,40.714464,-73.821393,22.5,7,3,cloudy,medium,67.94,2026-08-13T07:15:00Z
TRIP00193,40.8136,-73.993695,40.604368,-74.0374,1.04,20,6,clear,medium,14.17,2026-08-25T20:15:00Z
TRIP00195,40.749143,-73.834684,40.62719,-73.939081,20.47,11,2,snow,medium,65.59,2026-08-27T11:15:00Z
TRIP00248,40.651225,-74.005427,40.713548,-74.021379,26.41,2,4,rain,medium,80.22,2026-08-24T02:15:00Z
TRIP00505,40.609374,-73.996115,40.610656,-73.910677,6.1,5,4,cloudy,low,16.79,2026-08-01T05:15:00Z
TRIP00096,40.811267,-73.927807,40.678545,-73.822005,13.14,22,1,snow,low,39.26,2026-08-12T22:15:00Z
TRIP00156,40.6877,-73.893293,40.75482,-73.856284,1.83,7,3,cloudy,low,13.83,2026-08-16T07:15:00Z
TRIP00364,40.617727,-73.838731,40.671921,-73.803167,27.33,23,6,cloudy,low,57.08,2026-08-28T23:15:00Z
TRIP00394,40.790223,-74.032345,40.674695,-74.040376,26.86,17,5,cloudy,medium,80.81,2026-08-02T17:15:00Z
TRIP00467,40.636253,-73.858438,40.786177,-73.959002,17.48,19,2,cloudy,high,63.73,2026-08-19T19:15:00Z
TRIP00276,40.615579,-73.998578,40.842687,-73.916418,8.22,20,0,snow,medium,37.2,2026-08-24T20:15:00Z
TRIP00227,40.694394,-73.86418,40.628799,-74.041028,5.78,3,0,snow,low,30.12,2026-08-03T03:15:00Z
TRIP00464,40.657943,-73.835766,40.758824,-73.823317,20.02,5,5,clear,medium,50.2,2026-08-16T05:15:00Z
TRIP00018,40.622174,-73.831846,40.697049,-73.938508,25.78,9,0,snow,medium,79.52,2026-08-18T09:15:00Z
TRIP00449,40.785241,-73.861337,40.712358,-73.83065,25.93,22,2,clear,medium,63.8,2026-08-01T22:15:00Z
TRIP00396,40.704463,-74.0237,40.63764,-74.00476,10.78,9,4,clear,medium,45.34,2026-08-04T09:15:00Z
TRIP00380,40.700177,-73.91516,40.749987,-73.881095,27.04,23,4,cloudy,medium,67.16,2026-08-16T23:15:00Z
TRIP00224,40.666225,-73.993765,40.611582,-73.914179,21.09,7,5,snow,medium,77.81,2026-08-28T07:15:00Z
TRIP00083,40.755782,-73.869324,40.719669,-74.036656,10.39,9,5,snow,high,65.44,2026-08-27T09:15:00Z
TRIP00006,40.779569,-73.945183,40.71542,-73.968325,19.28,8,4,cloudy,medium,61.58,2026-08-06T08:15:00Z
TRIP00136,40.749322,-73.946565,40.607692,-73.864737,15.84,2,6,rain,high,54.95,2026-08-24T02:15:00Z
TRIP00342,40.708723,-74.038667,40.749892,-74.039478,21.6,20,2,cloudy,low,55.24,2026-08-06T20:15:00Z
TRIP00420,40.642877,-73.814928,40.837592,-73.851708,11.69,18,2,clear,medium,49.78,2026-08-28T18:15:00Z
TRIP00482,40.740574,-73.900753,40.779153,-73.87029,20.54,5,2,clear,high,57.64,2026-08-06T05:15:00Z
TRIP00549,40.662625,-73.998655,40.681979,-73.9439,2.33,15,2,rain,medium,21.06,2026-08-17T15:15:00Z
TRIP00480,40.641526,-73.929927,40.727911,-74.004105,9.17,2,1,clear,medium,30.21,2026-08-04T02:15:00Z
TRIP00427,40.843421,-73.820996,40.846686,-73.858908,5.01,20,5,snow,high,42.02,2026-08-07T20:15:00Z
TRIP00271,40.748808,-73.8047,40.605028,-73.802051,24.55,6,1,clear,low,61.2,2026-08-19T06:15:00Z
TRIP00165,40.766067,-73.826815,40.653257,-73.898435,5.63,20,5,cloudy,low,22.24,2026-08-25T20:15:00Z
TRIP00506,40.770434,-74.007853,40.671217,-73.801497,13.86,13,0,clear,medium,36.42,2026-08-02T13:15:00Z
TRIP00172,40.821985,-74.034372,40.696717,-73.812378,25.5,4,2,clear,low,55.37,2026-08-04T04:15:00Z
TRIP00021,40.733627,-73.890782,40.831432,-73.831285,10.86,23,1,rain,low,31.36,2026-08-21T23:15:00Z
TRIP00221,40.75408,-74.013095,40.635072,-73.824161,12.5,6,3,rain,high,54.54,2026-08-25T06:15:00Z
TRIP00597,40.706731,-74.016431,40.699895,-74.026477,19.67,3,4,rain,high,65.42,2026-08-09T03:15:00Z
TRIP00552,40.670611,-74.047714,40.782479,-73.847968,12.93,4,3,snow,high,65.23,2026-08-20T04:15:00Z
TRIP00029,40.796539,-73.86842,40.842232,-73.951875,16.34,5,0,snow,low,50.55,2026-08-01T05:15:00Z
TRIP00350,40.624615,-73.864177,40.669076,-74.017109,18.55,14,4,cloudy,medium,53.58,2026-08-14T14:15:00Z
TRIP00168,40.62869,-73.809295,40.823831,-73.83003,20.15,9,1,clear,low,56.05,2026-08-28T09:15:00Z
TRIP00577,40.840134,-73.972805,40.728528,-74.048266,6.58,4,5,cloudy,high,35.65,2026-08-17T04:15:00Z
TRIP00315,40.65701,-73.804301,40.767505,-73.843499,18.97,9,2,snow,medium,71.99,2026-08-07T09:15:00Z
TRIP00086,40.713254,-74.036036,40.745869,-73.805239,6.41,7,3,snow,low,41.18,2026-08-02T07:15:00Z
TRIP00042,40.743059,-74.045878,40.769384,-74.049966,16.34,6,6,cloudy,medium,46.79,2026-08-14T06:15:00Z
TRIP00281,40.765214,-73.907624,40.842435,-73.859366,26.64,1,5,cloudy,high,87.08,2026-08-01T01:15:00Z
TRIP00197,40.743825,-73.830011,40.836617,-73.976252,9.86,8,2,snow,high,65.86,2026-08-01T08:15:00Z
TRIP00535,40.600845,-73.821028,40.713945,-73.929699,23.66,2,3,rain,high,76.82,2026-08-03T02:15:00Z
TRIP00242,40.738764,-73.934577,40.816259,-73.922503,22.09,9,0,snow,medium,72.52,2026-08-18T09:15:00Z
TRIP00532,40.726465,-74.009324,40.683391,-73.882094,18.34,13,2,cloudy,high,57.24,2026-08-28T13:15:00Z
TRIP00501,40.798472,-73.82689,40.712979,-73.997764,14.8,15,4,snow,medium,59.1,2026-08-25T15:15:00Z
TRIP00191,40.834554,-73.98039,40.610624,-73.801229,23.35,16,5,cloudy,medium,74.71,2026-08-23T16:15:00Z
TRIP00459,40.655266,-73.929259,40.707055,-73.950776,23.69,0,6,clear,medium,63.91,2026-08-11T00:15:00Z
TRIP00203,40.600882,-73.881021,40.786132,-74.037903,26.26,21,2,snow,high,90.03,2026-08-07T21:15:00Z
TRIP00513,40.640817,-74.002536,40.774622,-73.882538,26.36,9,4,snow,low,82.48,2026-08-09T09:15:00Z
TRIP00225,40.836882,-73.861331,40.796739,-73.931532,15.06,14,6,cloudy,medium,45.47,2026-08-01T14:15:00Z
TRIP00571,40.727093,-73.87753,40.793704,-73.844649,4.75,9,3,cloudy,high,44.71,2026-08-11T09:15:00Z
TRIP00473,40.773546,-73.800226,40.625833,-73.95004,27.7,3,6,cloudy,high,84.77,2026-08-25T03:15:00Z
TRIP00509,40.781967,-73.940114,40.729537,-73.906223,26.48,15,0,clear,medium,67.63,2026-08-05T15:15:00Z
TRIP00559,40.790769,-74.019518,40.752125,-73.83603,24.19,17,6,clear,low,66.45,2026-08-27T17:15:00Z
TRIP00093,40.807874,-73.882851,40.611207,-74.007232,18.12,10,4,snow,medium,58.64,2026-08-09T10:15:00Z
TRIP00519,40.674446,-73.970409,40.848781,-73.802041,10.41,20,1,rain,medium,43.01,2026-08-15T20:15:00Z
TRIP00297,40.676676,-73.849362,40.664163,-73.905559,22.45,10,2,snow,high,79.02,2026-08-17T10:15:00Z
TRIP00311,40.609968,-73.87609,40.835037,-73.948422,7.13,9,2,snow,high,50.48,2026-08-03T09:15:00Z
TRIP00527,40.691647,-74.003992,40.68552,-73.911154,26.45,20,3,rain,low,69.47,2026-08-23T20:15:00Z
TRIP00054,40.688213,-73.876252,40.747978,-73.936048,24.7,22,4,clear,high,76.17,2026-08-26T22:15:00Z
TRIP00056,40.784743,-73.939676,40.600201,-73.994095,1.81,0,1,cloudy,high,29.11,2026-08-28T00:15:00Z
TRIP00111,40.622759,-73.95904,40.605803,-73.991792,22.68,17,6,snow,low,70.25,2026-08-27T17:15:00Z
TRIP00461,40.779562,-74.045909,40.830421,-73.805624,22.61,2,1,rain,medium,62.08,2026-08-13T02:15:00Z
TRIP00402,40.729765,-73.802162,40.718751,-73.867595,21.57,20,5,snow,high,83.15,2026-08-10T20:15:00Z
TRIP00408,40.755085,-73.914407,40.779747,-73.951023,18.35,1,2,snow,low,54.15,2026-08-16T01:15:00Z
TRIP00386,40.793183,-73.966822,40.84662,-73.818523,16.85,1,1,cloudy,low,38.16,2026-08-22T01:15:00Z
TRIP00134,40.614704,-73.938138,40.621822,-73.864331,23.22,0,4,snow,medium,75.79,2026-08-22T00:15:00Z
TRIP00045,40.791761,-73.993538,40.803677,-74.041343,21.99,20,5,cloudy,medium,62.99,2026-08-17T20:15:00Z
TRIP00212,40.83954,-74.030587,40.625514,-74.045212,18.19,12,4,clear,low,41.35,2026-08-16T12:15:00Z
TRIP00318,40.77138,-73.979598,40.60585,-74.02316,15.98,23,3,cloudy,low,34.12,2026-08-10T23:15:00Z
TRIP00355,40.741911,-74.002318,40.62251,-73.864731,6.34,16,6,cloudy,high,43.25,2026-08-19T16:15:00Z
TRIP00378,40.800347,-74.014301,40.655429,-73.891963,6.25,4,6,snow,high,44.54,2026-08-14T04:15:00Z
TRIP00121,40.745691,-73.914414,40.672903,-73.900307,23.39,10,5,snow,medium,75.03,2026-08-09T10:15:00Z
